---,Name,MaleRaceTemplate,FemaleRaceTemplate,EquipmentTemplates,ProfessionTemplate,StatTemplate,StatModifierTemplate,ComboPresets,NPCClass,BehaviorTree,AIController,NPCBehaviorParameters,LootTable,DistanceThresholdRangedWeapon,DistanceThresholdMeleeWeapon,BlockActionMinDuration,BlockOnAttackedMinDuration,BlockMaxDuration,BlockChance,BlockChanceWhenAttacked
Exile_Armorer_1_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Cimmerian_Name"", ""Cimmerian Armorer I"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Darfari,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Darfari_Name"", ""Darfari Armorer I"")","(RaceTemplate=""Race_DarfariMale"",Weight=75.000000)","(RaceTemplate=""Race_DarfariFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Hyborian_Name"", ""Hyborian Armorer I"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Hyrkanian_Name"", ""Hyrkanian Armorer I"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Kushite_Name"", ""Kushite Armorer I"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Nordheimer_Name"", ""Nordheimer Armorer I"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Shemite_Name"", ""Shemite Armorer I"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Stygian_Name"", ""Stygian Armorer I"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Zamorian_Name"", ""Zamorian Armorer I"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_1_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_1_Zingarian_Name"", ""Zingaran Armorer I"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_1","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T1.P_M_Exiles_T1',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Cimmerian_Name"", ""Cimmerian Armorer II"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Hyborian_Name"", ""Hyborian Armorer II"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Hyrkanian_Name"", ""Hyrkanian Armorer II"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Kushite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Kushite_Name"", ""Kushite Armorer II"")","(RaceTemplate=""Race_KushiteMale"",Weight=75.000000)","(RaceTemplate=""Race_KushiteFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Nordheimer_Name"", ""Nordheimer Armorer II"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Shemite_Name"", ""Shemite Armorer II"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Stygian_Name"", ""Stygian Armorer II"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Zamorian_Name"", ""Zamorian Armorer II"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_2_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_2_Zingarian_Name"", ""Zingaran Armorer II"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_2","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T2.P_M_Exiles_T2',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Cimmerian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Cimmerian_Name"", ""Cimmerian Armorer III"")","(RaceTemplate=""Race_CimmerianMale"",Weight=75.000000)","(RaceTemplate=""Race_CimmerianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Cimmerian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Darfari,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Darfari_Name"", ""Darfari Armorer III"")","(RaceTemplate=""Race_DarfariMale"",Weight=75.000000)","(RaceTemplate=""Race_DarfariFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Darfari","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Hyborian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Hyborian_Name"", ""Hyborian Armorer III"")","(RaceTemplate=""Race_HyborianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyborianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Hyborian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Hyrkanian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Hyrkanian_Name"", ""Hyrkanian Armorer III"")","(RaceTemplate=""Race_HyrkanianMale"",Weight=75.000000)","(RaceTemplate=""Race_HyrkanianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Hyrkanian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Kambujan,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Kambujan_Name"", ""Kambujan Armorer III"")","(RaceTemplate=""Race_DarfariMale"",Weight=75.000000)","(RaceTemplate=""Race_DarfariFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Kambujan","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Nordheimer,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Nordheimer_Name"", ""Nordheimer Armorer III"")","(RaceTemplate=""Race_NordheimerMale"",Weight=75.000000)","(RaceTemplate=""Race_NordheimerFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Nordheimer","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Shemite,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Shemite_Name"", ""Shemite Armorer III"")","(RaceTemplate=""Race_ShemiteMale"",Weight=75.000000)","(RaceTemplate=""Race_ShemiteFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Shemite","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Stygian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Stygian_Name"", ""Stygian Armorer III"")","(RaceTemplate=""Race_StygianMale"",Weight=75.000000)","(RaceTemplate=""Race_StygianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Stygian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Zamorian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Zamorian_Name"", ""Zamorian Armorer III"")","(RaceTemplate=""Race_ZamorianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZamorianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Zamorian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
Exile_Armorer_3_Zingarian,"NSLOCTEXT("""", ""SpawnDataTable_Exile_Armorer_3_Zingarian_Name"", ""Zingaran Armorer III"")","(RaceTemplate=""Race_ZingarianMale"",Weight=75.000000)","(RaceTemplate=""Race_ZingarianFemale"",Weight=25.000000)","(""Generic_Armor_Armorer"",""Generic_Weapon_Armorer"")","Armorer_3_Zingarian","All Thralls Base","(""Exile_Mods"")","","/Game/Characters/NPCs/Humanoid/HumanoidNPCCharacter.HumanoidNPCCharacter_C","/Game/Systems/AI/NewAI/BT_SimpleAttack.BT_SimpleAttack","/Game/Systems/AI/NewAI/HumanAIController.HumanAIController_C","/Game/Systems/AI/BP_DefaultNPCBehaviorParameters.BP_DefaultNPCBehaviorParameters_C","(DataTable=DataTable'/Game/Systems/Loot/TableSetup/P_M_Exiles_T3.P_M_Exiles_T3',RowName="""")","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
